Vakances_Nr,Aktualizacijas_datums,Iestades_registracijas_numurs,Vakances_nosaukums,Vakances_kategorija,Alga_no,Alga_lidz,Slodzes_tips,Darba_laika_veids,Darba_stundas_nedela,Pieteiksanas_termins,Attels,Vieta,Vakances_paplasinats_apraksts
260113-90,2026-01-13,40900036043,ŠTĀBA VIRSSERŽANTS /ŠTĀBA BOCMANIS (JŪRAS SPĒKOS),Izglītība / Zinātne,1226.000,2191.000,Viena vesela slodze,"","",2026-02-16,"","Valteru iela 6, Kandava, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438649584
260113-91,2026-01-13,40900036043,VIRSSERŽANTS /BOCMANIS (JŪRAS SPĒKOS),Izglītība / Zinātne,1025.000,1904.000,Viena vesela slodze,"","",2026-02-16,"","Valteru iela 6, Kandava, Tukuma nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438649969
251208-87,2026-01-05,40003215480,ELEKTRIĶIS,Ražošana,1200.000,1400.000,Viena vesela slodze,"","",2026-01-30,"","Rīgas iela 1, Rēzekne",https://cvvp.nva.gov.lv/#/pub/vakances/435896926
260108-31,2026-01-08,90000028404,ELEKTRIĶIS,Veselības aprūpe / Sociālā aprūpe,1100.000,1100.000,Nepilna slodze,Normālais darba laiks,4,2026-01-31,"","Mežmalieši, Tērvetes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438119998
260108-30,2026-01-08,90000028404,Galvenā MĀSA,Veselības aprūpe / Sociālā aprūpe,1800.000,1800.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Mežmalieši, Tērvetes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438119862
260108-29,2026-01-08,90000028404,APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,900.000,900.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-31,"","Mežmalieši, Tērvetes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438119709
260108-32,2026-01-08,90000028404,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,1210.000,1210.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Mežmalieši, Tērvetes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438120113
260114-128,2026-01-14,90000028404,REMONTSTRĀDNIEKS,Veselības aprūpe / Sociālā aprūpe,1100.000,1100.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-31,"","Mežmalieši, Tērvetes pag., Dobeles nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438823567
251230-52,2025-12-30,40900027426,AUTOBUSA VADĪTĀJS,Valsts pārvalde,830.000,830.000,Viena vesela slodze,"","",2026-01-23,"","Brīvības iela 6, Malta, Maltas pag., Rēzeknes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/437529839
260107-71,2026-01-07,90001998587,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,926.000,926.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-28,"","18. novembra iela 354A, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/437994929
260107-72,2026-01-07,90001998587,SOCIĀLAIS APRŪPĒTĀJS,Veselības aprūpe / Sociālā aprūpe,840.000,840.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-28,"","Arhitektu iela 21, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/437995361
260107-70,2026-01-07,90001998587,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,1260.000,1260.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-28,"","Lāčplēša iela 39, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/437993989
260107-73,2026-01-07,90001998587,SOCIĀLAIS DARBINIEKS,Veselības aprūpe / Sociālā aprūpe,650.000,650.000,Nepilna slodze,"","",2026-01-28,"","Šaurā iela 23, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/437995956
260107-74,2026-01-07,90001998587,ĀRSTA PALĪGS/ FELDŠERIS,Veselības aprūpe / Sociālā aprūpe,1300.000,1300.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-28,"","18. novembra iela 354A, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/437996567
260107-68,2026-01-07,90001998587,Sociālais MENTORS,Veselības aprūpe / Sociālā aprūpe,990.000,990.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-21,"","Krišjāņa Valdemāra iela 13, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/437993401
260109-8,2026-01-09,40003294758,Nekustamā īpašuma PĀRVALDNIEKS,Būvniecība / Nekustamais īpašums,1600.000,1900.000,"","","",2026-02-08,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438262352
260109-22,2026-01-09,40003294758,BŪVUZRAUGS,Būvniecība / Nekustamais īpašums,1950.000,1950.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Rīgas iela 22, Daugavpils",https://cvvp.nva.gov.lv/#/pub/vakances/438281279
260109-65,2026-01-09,40003294758,Pamatdarbības atbalsta struktūrvienības VADĪTĀJS/ DIREKTORS,Būvniecība / Nekustamais īpašums,3100.000,3100.000,"","","",2026-01-30,"","Talejas iela 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438320691
260109-119,2026-01-12,90000027926,ĢEOLOGS,Kultūra / Māksla,1250.000,1250.000,Viena vesela slodze,"","",2026-01-30,"","Krišjāņa Barona iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438360894
251217-55,2025-12-17,90002120158,PĒTNIEKS,Izglītība / Zinātne,3500.000,3500.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-16,"","Rātsupītes iela 1 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/436817213
260105-215,2026-01-05,90002120158,PĒTNIEKS,Izglītība / Zinātne,6.400,19.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-04,"","Rātsupītes iela 1 k-1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437736216
260113-94,2026-01-13,90000063151,PIRMSSKOLAS IZGLĪTĪBAS MŪZIKAS SKOLOTĀJS,Izglītība / Zinātne,783.000,783.000,Nepilna slodze,Nepilnais darba laiks,"",2026-02-15,"","Saulrietu iela 7, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/438653504
251215-43,2025-12-29,90000063151,PIRMSSKOLAS IZGLĪTĪBAS SKOLOTĀJS,Cita,1409.400,1409.400,Nepilna slodze,"",36,2026-01-21,"","Dunikas iela 17, Liepāja",https://cvvp.nva.gov.lv/#/pub/vakances/436538642
260105-112,2026-01-05,40003356530,TRANSPORTA STRUKTŪRVIENĪBAS VADĪTĀJS /DIREKTORS /PRIEKŠNIEKS,Būvniecība / Nekustamais īpašums,3000.000,3400.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-18,"","Krustpils iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437692570
260109-158,2026-01-09,40003356530,BŪVDARBU VADĪTĀJS,Būvniecība / Nekustamais īpašums,2100.000,2600.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Ventspils iela 105, Kuldīga, Kuldīgas nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438379342
260109-146,2026-01-09,40003356530,AUTOGREIDERA VADĪTĀJS,Būvniecība / Nekustamais īpašums,1050.000,1800.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-25,"","Ceļmalas, Ceļmalas, Stradu pag., Gulbenes nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438373507
260109-156,2026-01-12,40003356530,BŪVDARBU VADĪTĀJS,Būvniecība / Nekustamais īpašums,2100.000,2600.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Robežu iela 30, Saldus, Saldus nov.",https://cvvp.nva.gov.lv/#/pub/vakances/438379293
260116-50,2026-01-16,40003356530,BRIGADIERIS (būvniecības jomā),Būvniecība / Nekustamais īpašums,1400.000,2000.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-30,"","Robežu iela 30, Saldus, Saldus nov.",https://cvvp.nva.gov.lv/#/pub/vakances/439052053
251219-34,2025-12-19,40003356530,INFORMĀCIJAS SISTĒMAS DROŠĪBAS PĀRVALDNIEKS,Būvniecība / Nekustamais īpašums,1000.000,1250.000,Nepilna slodze,Normālais darba laiks,"",2026-01-18,"","Krustpils iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437024207
251205-12,2025-12-05,40003356530,TĀMĒTĀJS,Būvniecība / Nekustamais īpašums,2200.000,3000.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-18,"","Krustpils iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/435652846
260105-113,2026-01-05,40003356530,IEPIRKUMU SPECIĀLISTS,Būvniecība / Nekustamais īpašums,1600.000,2080.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-18,"","Krustpils iela 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437692912
260106-92,2026-01-12,40003109638,SANITĀRAIS INSPEKTORS,Būvniecība / Nekustamais īpašums,8.980,8.980,Viena vesela slodze,Maiņu darbs,40,2026-01-19,"","Nēģu iela 7, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437843676
260106-93,2026-01-06,40003109638,SANTEHNIĶIS,Būvniecība / Nekustamais īpašums,1300.000,1300.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Rāmuļu iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437844434
260106-94,2026-01-06,40003109638,"SILTUMAPGĀDES, VENTILĀCIJAS UN SALDĒŠANAS TEHNIĶIS",Būvniecība / Nekustamais īpašums,1500.000,1500.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Rāmuļu iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437845410
260106-181,2026-01-06,40003109638,Būvniecības projektu VADĪTĀJS,Būvniecība / Nekustamais īpašums,2000.000,2500.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-05,"","Nēģu iela 7, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437898103
260106-197,2026-01-06,40003109638,Būvniecības projektu VADĪTĀJS,Būvniecība / Nekustamais īpašums,2000.000,2500.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-05,"","Nēģu iela 7, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437902868
260106-90,2026-01-06,40003109638,SANTEHNIĶIS,Būvniecība / Nekustamais īpašums,1300.000,1300.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Rāmuļu iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437842204
250602-120,2025-06-02,50103807561,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416447345
250602-117,2025-06-02,50103807561,RADIOLOGS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416446354
250522-131,2025-05-22,50103807561,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,2100.000,2100.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Sēlpils iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/415496220
250611-98,2025-06-11,50103807561,OTOLARINGOLOGS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,"","",2026-02-10,"","Kokles iela 12, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/417564928
250625-95,2025-06-25,50103807561,"GINEKOLOGS, DZEMDĪBU SPECIĀLISTS",Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/418622230
250625-96,2025-06-25,50103807561,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/418622630
250625-97,2025-06-25,50103807561,NEIROLOGS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/418622880
250625-100,2025-06-25,50103807561,ENDOKRINOLOGS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/418624922
250625-103,2025-06-25,50103807561,FIZIKĀLĀS UN REHABILITĀCIJAS MEDICĪNAS ĀRSTS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,"",Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/418625568
250625-104,2025-06-25,50103807561,KARDIOLOGS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,"",Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/418626311
250602-122,2025-06-02,50103807561,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Kaņiera iela 13, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416448173
250522-129,2025-05-22,50103807561,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,2100.000,2100.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Imantas 8. līnija 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/415495830
250625-106,2025-06-25,50103807561,KARDIOLOGS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,"",Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/418626952
250602-123,2025-06-02,50103807561,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Imantas 8. līnija 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416448478
250522-134,2025-05-22,50103807561,RADIOLOGA ASISTENTS,Veselības aprūpe / Sociālā aprūpe,2100.000,2100.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Kaņiera iela 13, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/415497000
250410-115,2025-04-10,50103807561,SPORTA SPECIĀLISTS,Veselības aprūpe / Sociālā aprūpe,10.290,10.500,Nepilna slodze,"","",2026-02-10,"","Mežrozīšu iela 43, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/411601480
250410-108,2025-04-10,50103807561,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Veselības aprūpe / Sociālā aprūpe,13.500,13.800,Viena vesela slodze,"","",2026-02-10,"","Sēlpils iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/411599247
250410-106,2025-04-10,50103807561,ĢIMENES (VISPĀRĒJĀS PRAKSES) ĀRSTS,Veselības aprūpe / Sociālā aprūpe,13.500,13.800,Viena vesela slodze,"","",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/411599088
260117-48,2026-01-17,50103807561,UROLOGS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-16,"","Sēlpils iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439199699
260117-51,2026-01-17,50103807561,ĀRSTNIECĪBAS IESTĀDES KLIENTU UN PACIENTU REĢISTRATORS,Veselības aprūpe / Sociālā aprūpe,6.460,6.460,"",Summētais darba laiks,"",2026-01-30,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439200348
260117-49,2026-01-17,50103807561,ĀRSTNIECĪBAS IESTĀDES KLIENTU UN PACIENTU REĢISTRATORS,Veselības aprūpe / Sociālā aprūpe,6.460,6.460,Viena vesela slodze,Summētais darba laiks,"",2026-01-30,"","Sēlpils iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439200076
251112-39,2025-11-12,50103807561,PSIHIATRS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Nepilna slodze,Summētais darba laiks,"",2026-02-10,"","Sēlpils iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/433556241
251106-53,2025-11-06,50103807561,ZOBU PROTĒZISTS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Sēlpils iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/432914716
250923-223,2025-09-24,50103807561,SPECIĀLAIS PEDAGOGS,Veselības aprūpe / Sociālā aprūpe,14.310,14.600,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Spulgas iela 24, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/427656301
250909-68,2025-09-09,50103807561,MĀSA/ vispārējās aprūpes MĀSA,Veselības aprūpe / Sociālā aprūpe,8.350,8.350,"",Summētais darba laiks,"",2026-02-10,"","Kaņiera iela 13, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/426172114
250602-124,2025-06-02,50103807561,ZOBĀRSTS,Veselības aprūpe / Sociālā aprūpe,3500.000,3500.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-10,"","Sēlpils iela 15, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/416448709
260114-75,2026-01-14,40003982628,PALĪGSTRĀDNIEKS,Lauksaimniecība / Vide,830.000,830.000,Viena vesela slodze,Summētais darba laiks,"",2026-01-28,"","Katrīnas dambis 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438777690
260116-115,2026-01-16,40003982628,APSTĀDĪJUMU KOPĒJS,Lauksaimniecība / Vide,950.000,950.000,Viena vesela slodze,"","",2026-01-30,"","Katrīnas dambis 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/439110401
260114-72,2026-01-14,40003982628,LABIEKĀRTOŠANAS STRĀDNIEKS,Lauksaimniecība / Vide,1000.000,1000.000,Viena vesela slodze,Summētais darba laiks,40,2026-01-28,"","Katrīnas dambis 4, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438774715
260105-75,2026-01-05,40003619950,MEISTARS (enerģētikas jomā),Elektronika / Enerģētika / Elektroenerģija,1680.000,1848.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437661882
260105-79,2026-01-05,40003619950,SANTEHNIĶIS,Transports / Loģistika,1285.000,1478.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437662860
260105-80,2026-01-05,40003619950,Ritošā sastāva ATSLĒDZNIEKS,Transports / Loģistika,8.250,9.080,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437663798
260105-84,2026-01-05,40003619950,AUTOBUSA VADĪTĀJS,Transports / Loģistika,8.500,9.500,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437665191
260105-231,2026-01-05,40003619950,KVALITĀTES INŽENIERIS,Transports / Loģistika,2100.000,2310.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437745219
260109-6,2026-01-09,40003619950,DATORSISTĒMU TESTĒTĀJS,Informācijas tehnoloģijas / Telekomunikācijas,1600.000,1760.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438258258
251210-3,2025-12-10,40003619950,METĀLMATERIĀLU METINĀTĀJS,Ražošana,8.620,9.910,Viena vesela slodze,Summētais darba laiks,"",2026-01-30,"","Kleistu iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/436125250
260105-73,2026-01-05,40003619950,METĀLMATERIĀLU METINĀTĀJS,Ražošana,8.620,9.910,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Kleistu iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437661176
260105-91,2026-01-05,40003619950,TRANSPORTA KONTROLIERIS,Transports / Loģistika,7.990,7.990,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Atgāzenes iela 24A, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437668570
260105-118,2026-01-05,40003619950,TRAMVAJA VADĪTĀJS,Transports / Loģistika,6.680,7.350,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437694764
260105-127,2026-01-05,40003619950,GAISVADU LĪNIJU ELEKTROMONTIERIS,Transports / Loģistika,7.820,8.600,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437696337
260105-129,2026-01-05,40003619950,ELEKTROATSLĒDZNIEKS,Transports / Loģistika,1360.000,1469.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437696626
260105-76,2026-01-05,40003619950,ATSLĒDZNIEKS,Transports / Loģistika,1155.000,1478.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437662280
260105-87,2026-01-05,40003619950,VIRPOTĀJS,Ražošana,1285.000,1413.500,Viena vesela slodze,Normālais darba laiks,40,2026-02-28,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437666005
260105-89,2026-01-05,40003619950,TERMISTS,Ražošana,1435.000,1579.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437666562
260105-119,2026-01-05,40003619950,MEHĀNISKĀ TRANSPORTLĪDZEKĻA VADĪTĀJS,Transports / Loģistika,7.080,7.940,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437694950
260105-120,2026-01-05,40003619950,ELEKTRONIKAS MEHĀNIĶIS,Transports / Loģistika,1500.000,1650.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437695069
260105-121,2026-01-05,40003619950,"AUTOBUSA, TROLEJBUSA UN TRAMVAJA VADĪTĀJS (MANEVRĒTĀJS)",Transports / Loģistika,6.680,7.000,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437695191
260105-122,2026-01-05,40003619950,TRANSPORTA KONTROLIERIS,Transports / Loģistika,7.030,7.290,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437695472
260105-123,2026-01-05,40003619950,Ritošā sastāva ATSLĒDZNIEKS,Transports / Loģistika,1360.000,1496.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Kleistu iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437695674
260105-124,2026-01-05,40003619950,REMONTATSLĒDZNIEKS,Transports / Loģistika,1435.000,1645.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Vienības gatve 16, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437695916
260105-126,2026-01-05,40003619950,MEHĀNIĶIS,Transports / Loģistika,1435.000,1650.000,Viena vesela slodze,Normālais darba laiks,"",2026-02-28,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437696024
260105-235,2026-01-05,40003619950,ELEKTROIETAIŠU EKSPLUATĀCIJAS INŽENIERIS,Elektronika / Enerģētika / Elektroenerģija,2180.000,2398.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-25,"","Brīvības iela 191, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/437746626
260109-5,2026-01-09,40003619950,PROJEKTU ASISTENTS,Informācijas tehnoloģijas / Telekomunikācijas,1830.000,2020.000,Viena vesela slodze,Normālais darba laiks,"",2026-01-31,"","Vestienas iela 35, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438257185
260113-140,2026-01-13,40003619950,PALĪGSTRĀDNIEKS,Transports / Loģistika,6.260,7.200,Viena vesela slodze,Summētais darba laiks,"",2026-02-28,"","Kleistu iela 28, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438681638
260112-1,2026-01-12,40103023035,INŽENIERINSPEKTORS,Lauksaimniecība / Vide,1575.000,1575.000,Viena vesela slodze,"",40,2026-02-09,"","Balasta dambis 5, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438404274
260108-154,2026-01-08,40103023035,BRIGADIERIS (būvniecības jomā),Pakalpojumi,12.390,12.390,Viena vesela slodze,Summētais darba laiks,40,2026-02-07,"","Ilzenes iela 1E, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438221561
260114-81,2026-01-14,40103023035,PERSONĀLA SPECIĀLISTS,Vadība / Administrēšana,1700.000,1700.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-25,"","Zigfrīda Annas Meierovica bulvāris 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438785680
260113-73,2026-01-13,40103023035,JURISKONSULTS,Jurisprudence / Tieslietas,2125.000,2125.000,Viena vesela slodze,Normālais darba laiks,40,2026-01-28,"","Zigfrīda Annas Meierovica bulvāris 1, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438642860
260109-162,2026-01-09,40103023035,Pamatdarbības struktūrvienības VADĪTĀJS/ DIREKTORS (apstrādes rūpniecības jomā),Elektronika / Enerģētika / Elektroenerģija,2000.000,2000.000,Viena vesela slodze,Normālais darba laiks,40,2026-02-08,"","Dzintara iela 60, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438381348
260112-2,2026-01-12,40103023035,INŽENIERTEHNISKO BŪVJU REMONTA STRĀDNIEKS,Pakalpojumi,8.000,8.000,Viena vesela slodze,Summētais darba laiks,40,2026-02-04,"","Ziepniekkalna iela 70, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438404849
260112-3,2026-01-12,40103023035,RŪPNĪCAS /KATLU KURINĀTĀJS,Pakalpojumi,6.900,6.900,Viena vesela slodze,Summētais darba laiks,40,2026-02-11,"","Dzintara iela 60, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438406609
260112-4,2026-01-12,40103023035,SANTEHNIĶIS,Pakalpojumi,8.300,8.300,Viena vesela slodze,Summētais darba laiks,40,2026-02-11,"","Ziepniekkalna iela 70, Rīga",https://cvvp.nva.gov.lv/#/pub/vakances/438408509
